index,qid1,qid2,qid2_13_text,qid8_text,qid9_text,qid5,qid5_9_text,qid50,qid50_11_text,qid53_text,qid10_1,qid10_2,qid10_3,qid10_4,qid10_5,qid13,qid15_text,qid3,qid4,qid6,qid7,qid7_9_text,qid16,qid17,qid18,qid19_text,qid20,qid21,qid21_6_text,qid22_text,qid39,qid40_text,qid41_text,qid42_text,qid54_text,qid55_text,qid56,qid56_9_text,qid23,qid24_text,qid26,qid25_text,qid27_text,qid52,qid52_3_text,qid28_1,qid28_2,qid49_text,qid38_text,qid43_nps_group,qid43,qid44_text,qid58,qid59_text,q_unansweredpercentage,q_unansweredquestions,duration_secs
312,I'm a freshman!,"Food Festivals ,Off-campus experiences or trips ,Concerts or live music ",,,,"Free food/snacks,Socializing/meeting new people ",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,,0.0,10.0,80.0,60.0,5.0,Yes,,"Weekday evening (after 6pm) ,Sunday afternoons ,Sunday evenings ",Large (80-150 people) ,Either is fine,"Didn’t hear about it,Bad timing,Event cost,Didn’t interest me",,"Monday,Wednesday ,Friday ,Saturday ",Evening (4pm–8pm) ,Yes,,3–5 days before,"Email,Social media ",,,Freshman,Applied Math,Newton MA,,,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,,,,S,M,,,,,,Air Fryer,,0.358974358974359,"QID9,QID8,QID52,QID42,QID19,QID53,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44",341.0
313,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Concerts or live music ",,concert,yes,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,idk any sorry,0.0,0.0,100.0,100.0,0.0,Yes,100.0,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Huge (300-600 people),Either is fine,Didn’t hear about it,,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,busy studying ,1–2 days before ,"Email,Social media ,Friends",,flyers,Freshman,geology,Daytonoh,no,pottery,halloween,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,,,M,M,9.0,,,,,Air Fryer,,0.1282051282051282,"QID52,QID27,QID59,QID38,QID44",265.0
314,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Concerts or live music ",,Concerts,,"Free food/snacks,Socializing/meeting new people ,Cultural representation",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.)",,,0.0,0.0,0.0,0.0,0.0,Yes,50.0,"Friday evenings,Saturday afternoons ,Saturday evenings ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing,Event cost",,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Social media ,Posters/flyers ,Friends",,social media ,Freshman,bio,IL,filipino,dance,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,,No,,social events ,Other:,,S,M,,hoodies ,,,free,Ninja Creami,,0.0,,481.0
315,"Food Truck Festival,T-shirt or swag giveaways,UPBeat Spring Concert,Spring Comedian at Severance Hall,I'm a freshman!","Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ,Club or organization collaborations ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",,"American comfort (burgers, BBQ, wings),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,,,,,,,No,,"Weekday lunchtime (12–2pm),Sunday afternoons ","Gigantic (>1000 people),Small (<20 people)",Walk-in Only (First come first serve),Didn’t hear about it,,Tuesday ,Afternoon (12pm–4pm) ,No,,Two weeks or more,Social media ,,,Freshman,Mech E Aero,,,,,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum)",,Yes,,Yes,,,Other:,,L,L,10.0,,,,,Air Fryer,,0.3684210526315789,"QID9,QID8,QID41,QID42,QID53,QID10,QID54,QID25,QID27,QID59,QID22,QID55,QID38,QID44",244.0
316,"Food Truck Festival,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),I'm a freshman!","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,,0.0,0.0,0.0,0.0,0.0,No,,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Bad timing,Event cost",,"Friday ,Saturday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,yes ,Two weeks or more,"Email,Social media ,Friends",,Email ,Freshman,Nursing,LA ,,,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Usually,,No,,get together events ,Other:,None ,M,M,,iPhone ,,,,Ninja Creami,,0.0769230769230769,"QID24,QID44,QID59",603.0
317,,"Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Club or organization collaborations ",,I would love to get a boba cafe ,Im an incoming student so Im not sure ,"Socializing/meeting new people ,Performance,Live entertainment",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Indian/South Asian",,I would to see the boba place at Cleveland ,20.0,10.0,50.0,50.0,0.0,Yes,,"Weekday evening (after 6pm) ,Saturday afternoons ,Saturday evenings ,Sunday evenings ",Large (80-150 people) , Require advance registration ,"Didn’t hear about it,Too crowded",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Probably not ,3–5 days before,"Social media ,Friends",,Social media ,Freshman,Biology,Pleasanton California,Yes I would to see more Indian food ,Badminton and chess ,Yes Diwali and holi,"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,Meeting more ppl ,Vegetarian,,S,M,9.0,Sony headphones ,,,Ooh maybe putting polls on insta so students can choose what activities they want ,Air Fryer,None that I can think of ,0.0256410256410256,QID1,2528.0
318,"Food Truck Festival,T-shirt or swag giveaways,UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Food Festivals ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",,,,"Free food/snacks,Performance,Cultural representation",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,,5.0,25.0,0.0,0.0,0.0,Yes,100.0,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Large (80-150 people) ,Either is fine,"Didn’t hear about it,Bad timing,Required registration,Event cost,Didn’t interest me",,"Monday,Wednesday ,Friday ,Sunday",Evening (4pm–8pm) ,Yes,Lots busier probably not except TSO,A week,"Social media ,Posters/flyers ,Friends",,Posters,Senior,Biochem,MN,,,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,My clubs,Gluten Free,,M,M,,Cooking appliances and sweatshirts ,Passive,8.0,,Hatch Alarm Clock,,0.2,"QID9,QID8,QID42,QID53,QID54,QID59,QID55,QID44",477.0
319,Food Truck Festival,"Swag/giveaway events ,Other",Trivia,Smarter than an 8th grader trivia ,Any trivia,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Competition",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,Chipotle,5.0,5.0,,,,No,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Friday evenings","Medium (30-80 people),Small (<20 people)", Require advance registration ,"Didn’t hear about it,Bad timing,Too crowded",,"Friday ,Saturday ",Afternoon (12pm–4pm) ,Yes,No,A week,"Email,Friends",,Email ,Senior,BME,Maryland,No,No,,"Sports games (Guardians, Cavs, Browns, Monsters)",,Yes,,No,,Going to events,,,L,XL,10.5,Blender,Passive,8.0,,Air Fryer,More frequency ,0.0769230769230769,"QID44,QID52,QID55",1460.0
320,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Concerts or live music ",,,,"Free food/snacks,Socializing/meeting new people ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,Chipotle ,0.0,0.0,0.0,0.0,0.0,Yes,0.0,"Weekday evening (after 6pm) ,Friday evenings,Saturday evenings ","Gigantic (>1000 people),Huge (300-600 people)",Walk-in Only (First come first serve),Didn’t hear about it,,Saturday ,Afternoon (12pm–4pm) ,Yes,,1–2 days before ,Social media ,,,Freshman,Bio,Mass,Yes,Hobbies,Yes,"Sports games (Guardians, Cavs, Browns, Monsters)",,Yes,,Yes,Yes,Yes,,,L,XL,10.0,0,,,Yes,Air Fryer,Yes,0.125,"QID9,QID8,QID52,QID19,QID22",333.0
321,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Off-campus experiences or trips ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean",,,5.0,10.0,300.0,200.0,10.0,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)", Require advance registration ,"Didn’t hear about it,Bad timing,Too crowded,Event cost",,"Wednesday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Yes toward the end of finals,A week,"Email,Social media ,Posters/flyers ",,Email,Freshman,Biochemistry ,Cincinnati Ohio,Chineseasian culture,Classical music watch parties listening parties,Chinese new year lunar new year maybe,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,Large campus events,,,S,S,7.5,Poker set cameras plane tickets gift cards jewelry Uniqlo tech ,,,Certain events that promote socializationmeeting new people,Ninja Creami,,0.1538461538461538,"QID9,QID8,QID52,QID53,QID15,QID59",1683.0
322,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Concerts or live music ",,Concert event,Im a freshman ,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,Desserts/sweets focused",,Little italy restaurants ,5.0,20.0,20.0,20.0,5.0,Yes,,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Event cost",,"Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,3–5 days before,"Social media ,Posters/flyers ,Friends",,social media and email,Freshman,Biomedical Engineering,Pittsburgh PA USA,Italian ,Crafts and music ,Christmas ,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,meeting new people,Other:,none,M,M,8.0,shirts camera decor merch lego event tifkets,,,advertise more ,Ninja Creami,No,0.0512820512820512,"QID15,QID19",753.0
323,I'm a freshman!,"Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ,Concerts or live music ",, Concerts,,"Swag (shirts, water bottles, etc.) ,Learning new things ,Live entertainment",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,La Dolce Vita,5.0,10.0,500.0,,,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday evenings ,Sunday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing,Didn’t interest me",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Social media ,Posters/flyers ,Friends",,Email,Freshman,Biology,Youngstown Ohio,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,,,L,L,12.0,Macbook Ipad,,,,Ninja Creami,,0.2307692307692307,"QID9,QID52,QID42,QID19,QID54,QID27,QID59,QID55,QID44",1755.0
324,I'm a freshman!,"Sports/spectator events ,Tournaments (video games, board games, etc.) ,Workshops/skill-building ",,Karaoke,All of them ,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,Insomnia cookies,0.0,0.0,100.0,100.0,0.0,Yes,100.0,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ", Require advance registration ,"Didn’t hear about it,Bad timing,Event cost,Didn’t interest me",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Only weekends afternoon ,A week,"Social media ,Posters/flyers ,Friends",,Email,Freshman,Aerospace and Mechanical engineering ,Spain,Yes food and dance ,Art ,Holy week ,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,You guys,Vegetarian,,M,M,8.0,Hoodies and notebooks,,,Make sure they dont over lap with other things ,Ninja Creami,Nope,0.0,,760.0
325,I'm a freshman!,"Food Festivals ,Off-campus experiences or trips ,Concerts or live music ",,,,"Free food/snacks,Performance,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.)",,Seafood boil,,,,,,Yes,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ,I will attend all events",No preference,Either is fine,"Didn’t hear about it,Bad timing,Event cost",,"Tuesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,,1–2 days before ,"Social media ,Posters/flyers ,Friends",,,Freshman,civil engineering,Phoenix az,west coast,boxing,new years,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Somtimes,,No,,welcoming people,Other:,oops none,XS,XS,5.0,,,,be welcoming ,Ninja Creami,,0.225,"QID9,QID8,QID19,QID24,QID10,QID15,QID59,QID22,QID38",759.0
326,I'm a freshman!,"Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ,Sports/spectator events ",,Freshman na,Freshman na,"Free food/snacks,Socializing/meeting new people ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Desserts/sweets focused",,Bibibop,10.0,25.0,30.0,20.0,25.0,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Too crowded,Required registration,Didn’t interest me",,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,Id be willing but it depends on if istarts really late or not,1–2 days before ,"Email,Social media ,Posters/flyers ,Friends",,Email,Freshman,Undecided,Solon OHUSNorth America,No preference,No preference,Lunar new year,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,Social events,Other:,No,M,L,7.0,Phone,,,Good music taste,Ninja Creami,Shorter,0.0,,630.0
